symbol	gene	FDR_3	logFC_3	FDR_24	logFC_24	biotype
PPP1R10	ENSG00000204569.9	0.999747192126641	0.3341354885730451	0.608893409767735	0.17856263278725418	protein_coding
RND3	ENSG00000115963.13	0.999747192126641	-0.19977698414480535	0.30586712539323324	-0.19799674753190843	protein_coding
ZUFSP	ENSG00000153975.9	0.999747192126641	-0.4475242894396815	0.3640746669994514	0.3618752713467598	protein_coding
DHX57	ENSG00000163214.20	0.999747192126641	-0.2861483546518753	0.8881969156883204	-0.05197220681357354	protein_coding
TMEM69	ENSG00000159596.6	0.999747192126641	-0.28357198515792864	0.7011525912904512	-0.09962164133520533	protein_coding
WDR91	ENSG00000105875.13	0.999747192126641	-0.8655524368265792	0.6702528133906556	0.39524397656029553	protein_coding
GALNT10	ENSG00000164574.15	0.999747192126641	0.21962760787098642	0.062767774888448	-0.40253190797445404	protein_coding
DHX36	ENSG00000174953.13	0.999747192126641	-0.30289072411755397	0.606615765705854	0.17251983601885765	protein_coding
OAZ3	ENSG00000143450.16	0.999747192126641	0.8643734499227433	0.6235097172783529	-0.3975856072536498	protein_coding
CREBRF	ENSG00000164463.12	0.999747192126641	-0.32104745641275795	0.021289456594651472	-0.6545310045479673	protein_coding
PYM1	ENSG00000170473.16	0.999747192126641	-0.30591332473112537	0.4836647782728539	0.185115135847979	protein_coding
RP11-497E19.1	ENSG00000205562.2	0.999747192126641	0.6866232292688371	0.8656584410279871	0.2270271553027978	lincRNA
KCTD16	ENSG00000183775.10	0.999747192126641	-0.38179904594482206	0.8287687532498319	-0.10543609605226895	protein_coding
MYH10	ENSG00000133026.12	0.999747192126641	-0.35509634187116057	0.6039098016509774	-0.15202330993616525	protein_coding
NHSL1	ENSG00000135540.11	0.999747192126641	-0.7106460261270274	0.8794775098814287	-0.1374093842881071	protein_coding
PGRMC2	ENSG00000164040.16	0.999747192126641	-0.1635698224159952	0.20508973627250832	-0.18111241704681122	protein_coding
ALS2	ENSG00000003393.14	0.999747192126641	-0.456210602498963	0.708898140670583	-0.23323181052218014	protein_coding
MSX2	ENSG00000120149.8	0.999747192126641	0.9323824476822544	0.2307234771347868	0.7322518722682482	protein_coding
RECK	ENSG00000122707.11	0.999747192126641	-0.1844599313898738	0.002589230798791049	-0.3440376773168529	protein_coding
BORCS5	ENSG00000165714.10	0.999747192126641	0.6308029270372015	0.5054642830546501	-0.3837523239143657	protein_coding
RRAGC	ENSG00000116954.7	0.999747192126641	-0.1798132713201524	0.6415373818700519	-0.09121908325023603	protein_coding
C20orf194	ENSG00000088854.12	0.999747192126641	-0.24612889207411437	0.4102362933274815	-0.18154222423941901	protein_coding
INSIG2	ENSG00000125629.14	0.999747192126641	-0.27367917372530604	0.7620231587801564	-0.10171537132797345	protein_coding
TMEM150A	ENSG00000168890.13	0.999747192126641	0.3490619745531984	0.44333962431326546	0.32100897400047895	protein_coding
TMIE	ENSG00000181585.3	0.999747192126641	1.391885376583336	0.12965528953111013	-1.443826138851005	protein_coding
SLC35F2	ENSG00000110660.14	0.999747192126641	-0.3872881830160447	0.710382669447697	-0.1807683037416864	protein_coding
SLC22A5	ENSG00000197375.12	0.999747192126641	0.4610092028234845	0.6419154041261962	0.262798802624738	protein_coding
L3MBTL3	ENSG00000198945.7	0.999747192126641	-0.25439263374526144	5.335001770419662e-7	-0.95315804323193	protein_coding
ZNF610	ENSG00000167554.14	0.999747192126641	-0.6336625314330732	0.07010291436383718	-0.872789227293753	protein_coding
C1QTNF1	ENSG00000173918.14	0.999747192126641	0.2502659181102689	0.9229070963637083	-0.025291683910263773	protein_coding
RBM15B	ENSG00000259956.1	0.999747192126641	-0.17359351806280077	0.7823051282174063	-0.05732022518938574	protein_coding
FOXF2	ENSG00000137273.3	0.999747192126641	0.7188995907862878	0.28095224588832596	-0.5400954129413867	protein_coding
PANK3	ENSG00000120137.6	0.999747192126641	-0.20712296256912838	2.9435722118210285e-7	0.5200163929281553	protein_coding
ZNF736	ENSG00000234444.9	0.999747192126641	-0.5761629614749686	0.8613330763087274	-0.13713590025441616	protein_coding
C2orf42	ENSG00000115998.7	0.999747192126641	-0.6168824093936621	0.9929563257860964	0.008410714247070173	protein_coding
ROBO2	ENSG00000185008.17	0.999747192126641	1.3106277525254533	0.9542429321730554	0.10633844243904762	protein_coding
CTD-3247F14.2	ENSG00000261026.1	0.999747192126641	0.702392694506538	NA	NA	sense_overlapping
ZNF397	ENSG00000186812.12	0.999747192126641	-0.5818729371528631	0.9221938459873088	0.09216321718341272	protein_coding
LINC02035	ENSG00000273033.2	0.999747192126641	0.38837224014338967	8.986714490059606e-7	-1.0783637784463156	lincRNA
TMEM41A	ENSG00000163900.10	0.999747192126641	-0.2563052513337552	1.4816290173828674e-10	1.009447283965473	protein_coding
ANXA11	ENSG00000122359.17	0.999747192126641	0.1725032662232562	0.5395297127199481	-0.11881991363724367	protein_coding
HLA-DPA1	ENSG00000231389.7	0.999747192126641	0.3074189320325535	0.022456398268025594	0.44523592892928576	protein_coding
FAM19A5	ENSG00000219438.8	0.999747192126641	-0.6460179741536516	0.9946249544223612	0.007670068422206401	protein_coding
C1orf198	ENSG00000119280.16	0.999747192126641	-0.19856589692506713	0.3133919717767419	-0.1692418301065365	protein_coding
RAC3	ENSG00000169750.8	0.999747192126641	0.3973476559978497	0.9539015186720596	0.0405297307708542	protein_coding
ISLR2	ENSG00000167178.15	0.999747192126641	-0.6002496944439702	0.3014788511215872	-0.8605756255702839	protein_coding
CKAP2L	ENSG00000169607.12	0.999747192126641	-0.5384348063696675	0.5261258372826485	-0.28679454968331913	protein_coding
B3GNTL1	ENSG00000175711.8	0.999747192126641	0.6576614816549082	0.45653762146879195	-0.5611967843976463	protein_coding
ZNF143	ENSG00000166478.9	0.999747192126641	-0.4698468027505485	0.7265938678475066	-0.21798031865065481	protein_coding
BEND4	ENSG00000188848.15	0.999747192126641	-1.398641226252912	0.8005112742536712	-0.5473063570070549	protein_coding
ARF5	ENSG00000004059.10	0.999747192126641	0.24006190781053371	0.9821355488434931	-0.007384477675756827	protein_coding
HDX	ENSG00000165259.13	0.999747192126641	-0.6350793289467555	0.21180352631096666	0.5838855184640355	protein_coding
MYO5B	ENSG00000167306.19	0.999747192126641	-0.9041093046069762	0.11854196052029417	-1.3014061104027066	protein_coding
JTB	ENSG00000143543.14	0.999747192126641	0.1973989309604283	0.4500189678147174	0.13892070245192614	protein_coding
KDM2B	ENSG00000089094.18	0.999747192126641	-0.2703763934901286	0.127234560860476	-0.35504843832331756	protein_coding
RP11-283I3.6	ENSG00000261799.1	0.999747192126641	-0.4731519776880191	0.04985686083027886	-0.6091567551693198	sense_overlapping
PCGF5	ENSG00000180628.14	0.999747192126641	0.15892545451995194	0.016640248601120355	0.3101404811678032	protein_coding
LINS1	ENSG00000140471.16	0.999747192126641	-0.5974661307009296	0.5834937856187513	0.3373431924097166	protein_coding
SLIRP	ENSG00000119705.9	0.999747192126641	0.19037198785831524	0.07643227401438062	0.3629579585324098	protein_coding
NQO2	ENSG00000124588.19	0.999747192126641	0.26887551199854337	2.924661527009365e-12	1.003045823620981	protein_coding
FAM13C	ENSG00000148541.12	0.999747192126641	-0.5448268849864051	9.601586372875277e-6	-1.8531027943312623	protein_coding
B3GAT3	ENSG00000149541.9	0.999747192126641	0.2542983863685608	0.012803455509879486	0.3493410383621589	protein_coding
APBA1	ENSG00000107282.7	0.999747192126641	0.392450565171238	0.8635532126669244	0.12555749007001563	protein_coding
RIPK4	ENSG00000183421.11	0.999747192126641	0.7943476879448612	0.7079145119584712	0.45468931262699214	protein_coding
KAT2B	ENSG00000114166.7	0.999747192126641	0.5170438437466945	0.20843183788285155	-0.6747449890797639	protein_coding
SYNJ2BP	ENSG00000213463.4	0.999747192126641	0.3025132136500334	0.7124273406108326	-0.0951336783702687	protein_coding
CERS2	ENSG00000143418.19	0.999747192126641	0.17907968153847653	0.8119107273524666	0.05263253149975807	protein_coding
LTBP1	ENSG00000049323.15	0.999747192126641	-0.21269539913809787	0.9464477757269641	-0.023994147995357384	protein_coding
NUP88	ENSG00000108559.11	0.999747192126641	0.3196156594944163	0.8370006197936307	0.07350384813104484	protein_coding
MRAP	ENSG00000170262.12	0.999747192126641	0.2338133889827688	1.1260977307668266e-243	3.9599718185102866	protein_coding
KDM2A	ENSG00000173120.14	0.999747192126641	0.19582204781670476	0.33080716143168887	0.1759504808682068	protein_coding
ISY1	ENSG00000240682.9	0.999747192126641	-0.339391069744434	0.8407293305699538	0.0831809109131967	protein_coding
C18orf54	ENSG00000166845.13	0.999747192126641	-0.50607992906066	0.46669243905390356	-0.20109858374101355	protein_coding
AKR1B10	ENSG00000198074.9	0.999747192126641	0.6626689925222244	0.666346714112537	-0.3770661490495692	protein_coding
UTP14C	ENSG00000253797.2	0.999747192126641	-0.18070089885789073	0.5189009363507107	0.12312767784651023	protein_coding
NLN	ENSG00000123213.22	0.999747192126641	-0.30564471313878994	0.524922135999248	-0.14705919127593062	protein_coding
SMIM15-AS1	ENSG00000251279.1	0.999747192126641	-3.3837266492860483	0.6841844830877274	2.127832934045779	antisense
ICE1	ENSG00000164151.11	0.999747192126641	-0.21475078932191635	0.1639661715185474	-0.3027978597348558	protein_coding
CTD-3214H19.4	ENSG00000268400.5	0.999747192126641	-0.6514433674164579	0.5095421516070201	-0.7909632108051341	protein_coding
NIT2	ENSG00000114021.11	0.999747192126641	0.22935269679649803	0.8614890232429205	0.05588670421546406	protein_coding
ZNF646	ENSG00000167395.10	0.999747192126641	-0.5525680400925337	0.8771878890911365	-0.1070114181675949	protein_coding
IGSF8	ENSG00000162729.13	0.999747192126641	0.3063803916965657	0.25830539123848345	0.29656164247286415	protein_coding
RP11-218E20.3	ENSG00000258711.2	0.999747192126641	-0.7953973241010401	0.27454544455438684	-0.8236482371280106	lincRNA
NDUFS6	ENSG00000145494.11	0.999747192126641	0.198066250394559	0.0357616462261452	0.32638595533536185	protein_coding
TTLL3	ENSG00000214021.15	0.999747192126641	0.7379978123940377	0.5865871216180046	-0.4808107321016671	protein_coding
TTC39B	ENSG00000155158.20	0.999747192126641	-0.27469001712275826	0.8795064957385763	-0.05908329841425385	protein_coding
ZNF708	ENSG00000182141.10	0.999747192126641	0.5162865995769258	0.591792998604562	-0.385376330489084	protein_coding
DNAAF1	ENSG00000154099.17	0.999747192126641	0.9710291646256551	0.20508973627250832	1.6354210871731054	protein_coding
SLC7A1	ENSG00000139514.12	0.999747192126641	0.16383735999795615	0.08826409475978647	0.27347102184754735	protein_coding
THUMPD3	ENSG00000134077.15	0.999747192126641	-0.32661210670512325	0.5223665735719852	0.204636045214328	protein_coding
ITGA8	ENSG00000077943.7	0.999747192126641	-0.29492907521445777	0.6929173302055619	-0.12802777077298075	protein_coding
SNAPC2	ENSG00000104976.11	0.999747192126641	-0.33789055275010005	0.4151574005972095	0.1726946214317675	protein_coding
SH3BGR	ENSG00000185437.13	0.999747192126641	-0.4000379969628919	0.2842004433436099	-0.44236629387401133	protein_coding
MAP2K6	ENSG00000108984.13	0.999747192126641	1.071161621143063	0.9157186780674136	-0.16195077391280618	protein_coding
CCL20	ENSG00000115009.11	0.999747192126641	0.7825385035602294	NA	NA	protein_coding
C20orf27	ENSG00000101220.17	0.999747192126641	0.22684045523698926	0.18901892381102833	-0.1996584934529011	protein_coding
NDUFA7	ENSG00000267855.5	0.999747192126641	0.2099747489947652	0.6330440463345541	0.123031964905959	protein_coding
FAM43B	ENSG00000183114.7	0.999747192126641	0.40948239830294975	0.07207098351253237	0.4620452504112547	protein_coding
AC004556.1	ENSG00000276345.1	0.999747192126641	0.18483312143508127	0.8615045491714205	0.0474666771777961	protein_coding
ZBTB24	ENSG00000112365.4	0.999747192126641	-0.2423801570167497	0.689417814801116	-0.09307262114648031	protein_coding
CORO6	ENSG00000167549.18	0.999747192126641	-0.7399664801988135	0.10222791760465878	-1.1950289557424805	protein_coding
PPP1R18	ENSG00000146112.11	0.999747192126641	-0.1798735045697661	0.010668781295745975	-0.27755568333447184	protein_coding
CD36	ENSG00000135218.17	0.999747192126641	0.507326861903776	0.6665191226954752	0.3597203360068763	protein_coding
ZNF33A	ENSG00000189180.15	0.999747192126641	-0.4151857866935626	0.8506645009586239	0.0787211341651539	protein_coding
HAPLN3	ENSG00000140511.11	0.999747192126641	0.34594035404257606	0.366189122426143	-0.278518242724135	protein_coding
ZNF202	ENSG00000166261.10	0.999747192126641	-0.6452233564587667	0.8905513691943633	-0.12192569618290411	protein_coding
PDCD4-AS1	ENSG00000203497.2	0.999747192126641	0.8851037051739858	0.3437430646331964	-0.6544006647952466	antisense
ZNF506	ENSG00000081665.13	0.999747192126641	0.40625955255517904	0.3319188532077699	-0.5207593440783006	protein_coding
FILIP1	ENSG00000118407.14	0.999747192126641	-0.30489560900426327	0.8851921487656708	0.07325438026232778	protein_coding
NPY6R	ENSG00000226306.6	0.999747192126641	-0.2700164235043813	1.564710689540943e-7	-1.3818278775428376	transcribed_processed_pseudogene
CTCF	ENSG00000102974.14	0.999747192126641	-0.18462720292807608	0.03826889703681647	-0.3157074384253315	protein_coding
LYSMD3	ENSG00000176018.12	0.999747192126641	-0.18895351688144435	0.4740869561612593	0.17631363661748167	protein_coding
AC006486.9	ENSG00000268643.1	0.999747192126641	0.726517859970374	0.16232399741133385	-3.6996123305112225	protein_coding
ENPP4	ENSG00000001561.6	0.999747192126641	0.22171914139853485	0.7762961558927454	-0.08869165103867882	protein_coding
RFX7	ENSG00000181827.14	0.999747192126641	-0.22868299794964705	0.01224748587334588	-0.3886146965061037	protein_coding
SEMA7A	ENSG00000138623.9	0.999747192126641	-0.2720269543423888	9.807133079343496e-7	-1.0217579311214409	protein_coding
ZNF518B	ENSG00000178163.7	0.999747192126641	-0.2823997485497413	0.05023416327210258	0.35170201579441795	protein_coding
ROR1	ENSG00000185483.11	0.999747192126641	-0.2003247457257472	0.6406116003839828	0.08085043046910728	protein_coding
CXADR	ENSG00000154639.18	0.999747192126641	-0.4849530366799409	2.6343861315191244e-4	-1.681339067612377	protein_coding
CYHR1	ENSG00000187954.12	0.999747192126641	0.25727769785457033	0.12153854691680324	-0.284473920359383	protein_coding
KLHL9	ENSG00000198642.6	0.999747192126641	-0.16870133859285175	0.27537771243257075	-0.1455461439078922	protein_coding
RNF130	ENSG00000113269.13	0.999747192126641	0.2067981191421813	0.4162123857480287	-0.15871248391355613	protein_coding
VAT1L	ENSG00000171724.2	0.999747192126641	0.25074389690563065	6.396851368494613e-30	1.2024697725174738	protein_coding
PMVK	ENSG00000163344.5	0.999747192126641	0.18463935787865376	0.047251366005399024	0.25132411499313617	protein_coding
CTD-2659N19.10	ENSG00000267062.1	0.999747192126641	0.8991572372138845	0.009363919013210207	2.026717206519012	antisense
DEPDC5	ENSG00000100150.16	0.999747192126641	-0.6201923484809987	0.9238164208337435	0.10444819405774618	protein_coding
TDRD7	ENSG00000196116.7	0.999747192126641	-0.22220198338534272	0.4698387084954886	-0.1866291294981479	protein_coding
TNPO3	ENSG00000064419.13	0.999747192126641	-0.19495180567176346	0.10676801923076704	0.18988855439402574	protein_coding
PPP1R21	ENSG00000162869.15	0.999747192126641	-0.3631859683508829	0.8704000553079656	-0.08686917197931984	protein_coding
PRR19	ENSG00000188368.9	0.999747192126641	-0.615562701608838	0.8581725239315193	-0.17352189162723736	protein_coding
UBA6	ENSG00000033178.12	0.999747192126641	-0.2814868052461656	0.16110462944549694	-0.40740897940983894	protein_coding
RBL1	ENSG00000080839.11	0.999747192126641	-0.36394533073907803	0.011533715611264947	-0.5814666634434437	protein_coding
ZNF286B	ENSG00000249459.8	0.999747192126641	-0.6709799957688847	0.7309008223782807	0.5630631516540876	protein_coding
ZFX	ENSG00000005889.15	0.999747192126641	-0.22757090349165127	0.11403358016996834	-0.288324062015903	protein_coding
BICC1	ENSG00000122870.11	0.999747192126641	-0.26770184467523694	0.0024707094926871074	-0.5530134119793683	protein_coding
GJB3	ENSG00000188910.7	0.999747192126641	0.6905353031858473	NA	NA	protein_coding
GNB2	ENSG00000172354.9	0.999747192126641	0.17257172233862417	0.9908931031377298	0.0027466437008491734	protein_coding
PLA2G15	ENSG00000103066.12	0.999747192126641	-0.3098907012895514	0.1366777723046756	-0.3949871807276306	protein_coding
KIAA0930	ENSG00000100364.18	0.999747192126641	-0.2618992716514217	0.10537925592162366	0.3318653397372969	protein_coding
RP5-1139B12.2	ENSG00000269890.1	0.999747192126641	0.9320315461764526	0.9781739548823346	-0.03197737973413809	antisense
ARRDC1	ENSG00000197070.13	0.999747192126641	0.401584563588957	0.6370455072515367	0.21947646938150142	protein_coding
C17orf49	ENSG00000258315.5	0.999747192126641	0.23245476133175438	0.5611135865070696	0.11181098649651025	protein_coding
NOP56	ENSG00000101361.16	0.999747192126641	0.20157448668251862	0.5028963159719558	0.11375248528499597	protein_coding
NDUFC1	ENSG00000109390.11	0.999747192126641	0.1938959089559384	0.09495062460588727	-0.25078207352583237	protein_coding
HOXA4	ENSG00000197576.13	0.999747192126641	0.4046009174235361	0.3928778380028327	-0.2975016674983121	protein_coding
TMEM192	ENSG00000170088.13	0.999747192126641	0.2118508631963322	0.032629561866446534	0.306241036331162	protein_coding
CDK5RAP3	ENSG00000108465.14	0.999747192126641	0.2818458390190591	0.9819181620515984	-0.01168216150378216	protein_coding
P2RY1	ENSG00000169860.6	0.999747192126641	-0.4136898745602084	0.7820599735077955	0.20941062442326952	protein_coding
LRRC4	ENSG00000128594.7	0.999747192126641	0.625622320032057	0.7940443699696628	0.29167250506519155	protein_coding
TAOK2	ENSG00000149930.17	0.999747192126641	-0.18613082091049196	0.005394952708099014	0.38058280381933085	protein_coding
GPKOW	ENSG00000068394.10	0.999747192126641	0.16363497797302112	0.0847531724432531	0.24400086577107405	protein_coding
ZNF41	ENSG00000147124.12	0.999747192126641	-0.2296736844283007	0.7756070736982458	-0.1269701770883842	protein_coding
TTLL7	ENSG00000137941.16	0.999747192126641	-0.5156214688534675	0.9861644238655007	-0.03288281519644735	protein_coding
NFYA	ENSG00000001167.14	0.999747192126641	-0.25579840807535675	0.9835746112449707	0.006841846258690611	protein_coding
ZXDC	ENSG00000070476.14	0.999747192126641	-0.28162982046895474	0.5113450334212675	0.1727881231429778	protein_coding
RP11-104H15.7	ENSG00000262880.1	0.999747192126641	2.208679606842936	NA	NA	processed_transcript
RP11-574F21.3	ENSG00000258465.6	0.999747192126641	2.1215968033199544	0.23885010187572728	-1.1625993406248418	protein_coding
CMTM3	ENSG00000140931.19	0.999747192126641	-0.26788497943953077	0.06199018530320254	-0.4716428602878825	protein_coding
RP11-84G21.1	ENSG00000257557.2	0.999747192126641	0.707779172689217	0.5291530108578862	-0.5676943744923338	antisense
CARMN	ENSG00000249669.9	0.999747192126641	0.5617620563311536	0.5057716616175744	-0.3501498979899486	lincRNA
COL1A1	ENSG00000108821.13	0.999747192126641	-0.19955331043416166	0.48387760252060535	0.15136689826518165	protein_coding
C16orf45	ENSG00000166780.10	0.999747192126641	-0.30125245334582196	0.8288786107769229	0.0863046722762809	protein_coding
C7orf31	ENSG00000153790.11	0.999747192126641	0.3806748518532225	0.13829962075926142	-0.6494373274781114	protein_coding
DHX32	ENSG00000089876.11	0.999747192126641	-0.20296516808492746	0.23637083992152727	-0.20829149647860093	protein_coding
ATP6V0A2	ENSG00000185344.13	0.999747192126641	-0.30251393826163603	8.118519566898077e-4	0.5805982253959221	protein_coding
PALB2	ENSG00000083093.9	0.999747192126641	-0.5911657192162414	0.6265212487214262	-0.32505186015429455	protein_coding
AC135048.13	ENSG00000261487.1	0.999747192126641	-0.48808695698723265	0.17026064788370623	-0.456683604554702	processed_transcript
COLGALT2	ENSG00000198756.10	0.999747192126641	0.2565833239828045	0.35053311949157645	-0.30972837818238924	protein_coding
RRN3P3	ENSG00000257122.5	0.999747192126641	0.6841391482115924	0.9542429321730554	-0.04345953848382446	transcribed_unprocessed_pseudogene
KRT7	ENSG00000135480.15	0.999747192126641	0.18935038462008763	0.20651978760969827	0.18133429890482028	protein_coding
ZNF540	ENSG00000171817.16	0.999747192126641	0.6863379228720476	0.4439589127855382	-0.5573807288690245	protein_coding
HS3ST1	ENSG00000002587.9	0.999747192126641	-0.9339319079929801	0.8287687532498319	-0.2596455652102776	protein_coding
MPST	ENSG00000128309.16	0.999747192126641	0.21300084062753671	0.11417049453308088	0.23209764692894122	protein_coding
TMCC2	ENSG00000133069.15	0.999747192126641	0.5136344502499769	7.056498411822591e-4	-1.0141979718250471	protein_coding
ARHGAP39	ENSG00000147799.11	0.999747192126641	-0.4914148236855406	0.9117625753211043	0.07995148013467376	protein_coding
E2F1	ENSG00000101412.12	0.999747192126641	0.2578518493513755	0.003869688148888949	-0.37485905078293336	protein_coding
TM6SF2	ENSG00000213996.12	0.999747192126641	0.8151705026018634	0.629120345699195	-0.5854850194320519	protein_coding
LAS1L	ENSG00000001497.16	0.999747192126641	0.1844023625349814	0.5308520797514521	0.11098178220876276	protein_coding
SART1	ENSG00000175467.14	0.999747192126641	0.30323375923323964	0.9525560775318097	0.02509778132303994	protein_coding
PRNP	ENSG00000171867.16	0.999747192126641	-0.15954158944919536	5.534722262054058e-5	-0.3703451361816035	protein_coding
SH3KBP1	ENSG00000147010.17	0.999747192126641	-0.22883800145778962	0.6543860069971009	-0.0782472170117778	protein_coding
TMED7	ENSG00000134970.13	0.999747192126641	0.15367657326847184	0.46038042611370034	0.12630690877446946	protein_coding
ZC3H11A	ENSG00000058673.16	0.999747192126641	-0.17981002861460385	0.6900967436044025	-0.07480803093478465	protein_coding
CTC-273B12.7	ENSG00000268465.1	0.999747192126641	2.285917511296496	NA	NA	protein_coding
DDT	ENSG00000099977.13	0.999747192126641	0.336929864388451	0.12030917591652834	0.24084542706093945	protein_coding
SETDB2	ENSG00000136169.16	0.999747192126641	0.2867566853879167	0.002250924321749959	-0.6256306685264911	protein_coding
FBXL19	ENSG00000099364.16	0.999747192126641	-0.40164245917006514	0.9322524655361438	0.03412969656900252	protein_coding
ZNF268	ENSG00000090612.20	0.999747192126641	-0.5227376630898365	0.9518094612494747	0.04385222539946694	protein_coding
ZIM2	ENSG00000269699.5	0.999747192126641	0.6350724122151429	2.9677400695764758e-8	1.6324356946129328	protein_coding
MPG	ENSG00000103152.11	0.999747192126641	0.2194419950508626	0.9050148499280684	0.029823183959062638	protein_coding
FLJ20021	ENSG00000254531.1	0.999747192126641	-0.5115534906510499	0.9963087118030811	-0.004544734772971563	lincRNA
DIABLO	ENSG00000184047.16	0.999747192126641	-0.21407023415290113	0.7581734327807271	0.08655651546119181	protein_coding
CENPO	ENSG00000138092.10	0.999747192126641	-0.5463316641589305	0.07021312722557393	-0.3873655694810295	protein_coding
POLE4	ENSG00000115350.11	0.999747192126641	0.27298933746574583	0.3719419519178426	0.27065349181487963	protein_coding
PKMYT1	ENSG00000127564.16	0.999747192126641	0.3745944871150936	0.057972513685402335	-0.5260097076415243	protein_coding
IL1A	ENSG00000115008.5	0.999747192126641	-0.7799731541236788	NA	NA	protein_coding
SKAP2	ENSG00000005020.12	0.999747192126641	-0.26944432456693285	0.4781504529771706	-0.21316691727148987	protein_coding
STOX1	ENSG00000165730.14	0.999747192126641	-0.6185817148298501	0.09997023776648219	-0.7624515367928439	protein_coding
SELENOK	ENSG00000113811.10	0.999747192126641	0.234638936428242	5.12077774887486e-4	0.5965084552648244	protein_coding
H2AFX	ENSG00000188486.3	0.999747192126641	0.24902201774966953	0.0181180011954452	-0.2722182958383998	protein_coding
MCOLN1	ENSG00000090674.15	0.999747192126641	0.340778076155835	0.058108123574392705	0.40663250171936094	protein_coding
BX322557.10	ENSG00000215447.7	0.999747192126641	-0.3398850667569207	0.6348751612810313	0.20891479519190664	processed_transcript
EIF2B3	ENSG00000070785.16	0.999747192126641	0.24449241311336986	0.2800369479899367	0.2693796911715203	protein_coding
MARCH9	ENSG00000139266.5	0.999747192126641	0.2880579834813184	0.0067196939210185215	-0.624383997125914	protein_coding
NAA25	ENSG00000111300.9	0.999747192126641	-0.3785940930180652	0.22339090298723774	0.1996674567133584	protein_coding
TSPAN15	ENSG00000099282.9	0.999747192126641	0.3366158171583896	0.1800400858388052	0.39434153612784945	protein_coding
RNF19A	ENSG00000034677.12	0.999747192126641	-0.38198086846806184	0.7215605116592283	-0.22471489232944364	protein_coding
ANKRD42	ENSG00000137494.13	0.999747192126641	0.327282759177901	0.9815035245655117	0.010898851853485433	protein_coding
FAM155A	ENSG00000204442.3	0.999747192126641	0.4132029179964013	0.8613330763087274	-0.17090596614238482	protein_coding
EPSTI1	ENSG00000133106.14	0.999747192126641	0.4193662084119886	0.030006351910525843	-0.8267765202139513	protein_coding
GTF2IRD2B	ENSG00000174428.16	0.999747192126641	0.3014162837535585	0.8570238317147443	0.08509619859221433	protein_coding
ZNFX1	ENSG00000124201.14	0.999747192126641	-0.23229483561992656	0.7248674233961948	-0.08781802704263308	protein_coding
DECR1	ENSG00000104325.6	0.999747192126641	0.2171844145704554	0.4162123857480287	-0.15764071766870055	protein_coding
STK17A	ENSG00000164543.5	0.999747192126641	-0.2587513571109745	4.666527823198319e-6	-0.531288860865226	protein_coding
ZSCAN25	ENSG00000197037.10	0.999747192126641	-0.45820050278739627	0.8295813937733386	-0.10609165801341522	protein_coding
UBA5	ENSG00000081307.12	0.999747192126641	0.275189809263032	0.8752274463741194	-0.05826082726218587	protein_coding
CD101	ENSG00000134256.12	0.999747192126641	1.3001608936534719	0.7446738815101991	0.4790848013064273	protein_coding
SMIM7	ENSG00000214046.8	0.999747192126641	0.18750671690602963	0.2855365959103221	0.1549305648547081	protein_coding
DYNC2LI1	ENSG00000138036.18	0.999747192126641	0.277117598908465	0.08323310109818433	0.5454635148860466	protein_coding
ESYT2	ENSG00000117868.15	0.999747192126641	0.1866138051273736	0.014886233588279759	-0.28849764828764024	protein_coding
ATRIP	ENSG00000164053.19	0.999747192126641	-0.5812557966542782	0.7570802485470234	-0.197330028717039	protein_coding
RP11-129M16.4	ENSG00000277879.1	0.999747192126641	-0.6183154541311078	0.03555306829865779	1.2071795847044484	antisense
FANCL	ENSG00000115392.11	0.999747192126641	0.39518946823599715	0.9098737742355261	0.07817743171898596	protein_coding
RNASEK	ENSG00000219200.11	0.999747192126641	0.17557844129831876	0.08726035559410221	0.22310416010234962	protein_coding
NCOA2	ENSG00000140396.12	0.999747192126641	-0.3931028526793927	0.8769433224694965	-0.0965991101653958	protein_coding
BICD1	ENSG00000151746.13	0.999747192126641	-0.29447423724629895	0.17121868064907148	-0.4346060300133626	protein_coding
PCDHGB1	ENSG00000254221.2	0.999747192126641	-0.8869619430283366	0.9771985646842883	-0.09406385723057391	protein_coding
LRRC37BP1	ENSG00000250462.8	0.999747192126641	-0.31567945413872356	0.969230985380532	0.022751248197943472	transcribed_unprocessed_pseudogene
ZNF658B	ENSG00000198416.9	0.999747192126641	-0.8801222039174533	0.2930008468775533	-0.6204814354794123	transcribed_unprocessed_pseudogene
TRPC6	ENSG00000137672.12	0.999747192126641	-0.34708053474357053	0.3502899527677306	-0.3449595833216112	protein_coding
CSF1R	ENSG00000182578.13	0.999747192126641	-0.6716403795348109	0.07772865926096843	-1.609319508041388	protein_coding
NME3	ENSG00000103024.7	0.999747192126641	0.3982698950545789	0.02910208752455752	0.43155796021509035	protein_coding
MFNG	ENSG00000100060.17	0.999747192126641	0.5380650273762142	0.7462055465941834	0.23168978769859902	protein_coding
MRNIP	ENSG00000161010.14	0.999747192126641	0.6095417224597264	0.7124573317376671	-0.2641769259425191	protein_coding
TRNAU1AP	ENSG00000180098.9	0.999747192126641	0.2533219985575199	0.5153348181222893	-0.21385580570427087	protein_coding
VCL	ENSG00000035403.17	0.999747192126641	-0.16292367400674537	0.3635943746558841	-0.15617785876930537	protein_coding
